成品品號,子件品號(1開頭),模具編號(6開頭),一模穴數,機台編號,平均成型時間(秒),頻率,良率排名
0G58PA000147000D,1G58PA000147000D,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000147000D,1G58PA000147000D,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000147000M,1G58PA000147000M,6G580001A,2.0,A02,243.0,4.0,4
0G58PA000147000M,1G58PA000147000M,6G580001A,2.0,A04,222.0,2.0,2
0G58PA000147000M,1G58PA000147000M,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000147000M,1G58PA000147000M,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000147000U,1G58PA000147000U,6G580001A,2.0,A02,243.0,4.0,4
0G58PA000147000U,1G58PA000147000U,6G580001A,2.0,A04,222.0,2.0,2
0G58PA000147000U,1G58PA000147000U,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000147000U,1G58PA000147000U,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000149000D,1G58PA000149000D,6G580001A,2.0,A02,243.0,4.0,4
0G58PA000149000D,1G58PA000149000D,6G580001A,2.0,A04,222.0,2.0,2
0G58PA000149000D,1G58PA000149000D,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000149000D,1G58PA000149000D,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000149000M,1G58PA000149000M,6G580001A,2.0,A02,243.0,4.0,4
0G58PA000149000M,1G58PA000149000M,6G580001A,2.0,A04,222.0,2.0,2
0G58PA000149000M,1G58PA000149000M,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000149000M,1G58PA000149000M,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000149000U,1G58PA000149000U,6G580001A,2.0,A02,243.0,4.0,4
0G58PA000149000U,1G58PA000149000U,6G580001A,2.0,A04,222.0,2.0,2
0G58PA000149000U,1G58PA000149000U,6G580001A,2.0,A09,214.0,1.0,3
0G58PA000149000U,1G58PA000149000U,6G580001A,2.0,P06,319.0,3.0,1
0G58PA000148000D,1G58PA000148000D,6G580002A,2.0,A02,217.0,3.0,3
0G58PA000148000D,1G58PA000148000D,6G580002A,2.0,A05,303.0,1.0,4
0G58PA000148000D,1G58PA000148000D,6G580002A,2.0,A09,211.0,2.0,
0G58PA000148000D,1G58PA000148000D,6G580002A,2.0,S01,318.0,4.0,1
0G58PA000148000M,1G58PA000148000M,6G580002A,2.0,A02,217.0,3.0,3
0G58PA000148000M,1G58PA000148000M,6G580002A,2.0,A05,303.0,1.0,4
0G58PA000148000M,1G58PA000148000M,6G580002A,2.0,A09,211.0,2.0,
0G58PA000148000M,1G58PA000148000M,6G580002A,2.0,S01,318.0,4.0,1
0G58PA000148000U,1G58PA000148000U,6G580002A,2.0,A02,217.0,3.0,3
0G58PA000148000U,1G58PA000148000U,6G580002A,2.0,A05,303.0,1.0,4
0G58PA000148000U,1G58PA000148000U,6G580002A,2.0,A09,211.0,2.0,
0G58PA000148000U,1G58PA000148000U,6G580002A,2.0,S01,318.0,4.0,1
0G60M50340A00000,1G60M50340A00000,6G600001A,1.0,P02,340.0,1.0,
0G60M50340B00000,1G60M50340B00000,6G600001A,1.0,P02,340.0,1.0,
0G60M50340C00000,1G60M50340C00000,6G600001A,1.0,P02,340.0,1.0,
0G60M50340D00000,1G60M50340D00000,6G600001A,1.0,P02,340.0,1.0,
0G60M50340E00000,1G60M50340E00000,6G600002A,1.0,,,,
0G60M50340F00000,1G60M50340F00000,6G600002A,1.0,,,,
0G6215FGOODLUCK0,1G6215FGOODLUCK0,6G620001A,8.0,,,,
0G6220FGOODLUCK0,1G6220FGOODLUCK0,6G620002A,4.0,,,,
0G6225FGOODLUCK0,1G6225FGOODLUCK0,6G620003A,4.0,B02,511.0,1.0,1
0G6230FGOODLUCK0,1G6230FGOODLUCK0,6G620004A,3.0,B02,548.0,1.0,1
0H01080104540W10,1H01080104540W1D,6H010002A,1.0,,,,
0H01080104540W10,1H01080104540W1U,6H010002A,1.0,,,,
0H01080001535W10,1H01080001535W1D,6H010003A,1.0,,,,
0H01080001535W10,1H01080001535W1D,6H010004A,1.0,,,,
0H01080001535W10,1H01080001535W1U,6H010003A,1.0,,,,
0H01080001535W10,1H01080001535W1U,6H010004A,1.0,,,,
0H03M04061070048,1H03M04061070048,6H030001A,1.0,,,,
0H04406000020000,1H044060000200D0,6H040001A,2.0,A02,190.0,2.0,
0H04406000020000,1H044060000200D0,6H040001A,2.0,A03,204.0,3.0,
0H04406000020000,1H044060000200D0,6H040001A,2.0,A04,234.0,1.0,1
0H04406000020000,1H044060000200U0,6H040001A,2.0,A02,190.0,2.0,
0H04406000020000,1H044060000200U0,6H040001A,2.0,A03,204.0,3.0,
0H04406000020000,1H044060000200U0,6H040001A,2.0,A04,234.0,1.0,1
0H068485T1401000,1H068485T1401000,6H060001A,1.0,A11,701.0,1.0,1
0H068485T1900300,1H068485T1900300,6H060001A,1.0,A11,701.0,1.0,1
0H068514007TN1C0,1H068514007TN1C0,6H060001A,1.0,A11,701.0,1.0,1
0H068485T0100200,1H068485T0100200,6H060002A,1.0,A11,376.0,1.0,1
0H068485T1001800,1H068485T1001800,6H060003A,6.0,P02,296.0,1.0,1
0H068485T1401200,1H068485T1401200,6H060003A,6.0,P02,296.0,1.0,1
0H068485T1900100,1H068485T1900100,6H060004A,15.0,,,,
0H068432T2403200,1H068432T2403200,6H060005A,3.0,A10,180.0,2.0,1
0H068432T2403200,1H068432T2403200,6H060005A,3.0,P03,232.0,1.0,4
0H068432T2403300,1H068432T2403300,6H060006A,3.0,P07,180.0,1.0,1
0H068455T4102200,1H068455T4102200,6H060007A,1.0,P07,180.0,1.0,1
0H068455T4102100,1H068455T4102100,6H060008A,1.0,,,,
0H53TLE02005B000,1H53TLE02005B000,6H530001A,1.0,P03,554.0,2.0,
0H53TLE02005B000,1H53TLE02005B000,6H530001A,1.0,P07,339.0,1.0,1
0H53TLE02004B000,1H53TLE02004B000,6H530002A,1.0,,,,
0I84EPP450000000,1I84EPP450000000,6I840001A,2.0,P02,180.0,1.0,
0J019890000000D0,1J019890000000D0,6J011002A,4.0,,,,
0J019890000000U0,1J019890000000U0,6J011002A,4.0,,,,
0J019990000000D0,1J019990000000D0,6J011003A,4.0,,,,
0J019990000000U0,1J019990000000U0,6J011003A,4.0,,,,
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B01,230.0,3.0,2
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B09,352.0,6.0,5
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B10,277.0,5.0,3
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B12,236.0,8.0,
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B13,306.0,2.0,1
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B14,303.0,7.0,
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B15,211.0,1.0,4
0J01GA030U000000,1J01GA030U000000,6J011004A,4.0,B16,290.0,4.0,
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A01,180.0,3.0,4
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A02,180.0,4.0,1
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A03,180.0,2.0,3
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A04,180.0,6.0,6
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A06,180.0,1.0,5
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A08,180.0,5.0,
0J018780000000L0,1J018780000000L0,6J011006A,1.0,A09,185.0,7.0,2
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A01,180.0,3.0,4
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A02,180.0,4.0,1
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A03,180.0,2.0,3
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A04,180.0,6.0,6
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A06,180.0,1.0,5
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A08,180.0,5.0,
0J018780000000R0,1J018780000000R0,6J011006A,1.0,A09,185.0,7.0,2
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000L0,1J01KB0A11L000L0,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000L1,1J01KB0A11L000L1,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000L2,1J01KB0A11L000L2,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000R0,1J01KB0A11L000R0,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000R1,1J01KB0A11L000R1,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L000R2,1J01KB0A11L000R2,6J011007A,1.0,A08,180.0,4.0,
0J03MFND00700000,1J03MFND00700000,6J031002A,1.0,B13,525.0,1.0,
0J03MFND00800000,1J03MFND00800000,6J031002A,1.0,B13,525.0,1.0,
0J03MFND00900000,1J03MFND00900000,6J031002A,1.0,B13,525.0,1.0,
0J03MFND01000000,1J03MFND01000000,6J031002A,1.0,B13,525.0,1.0,
0J03MFND01100000,1J03MFND01100000,6J031003A,2.0,B16,471.0,1.0,
0J03MFND01200000,1J03MFND01200000,6J031003A,2.0,B16,471.0,1.0,
0J03MHND00900000,1J03MHND00900000,6J031004A,3.0,,,,
0J03MHND10550000,1J03MHND10550000,6J031006A,4.0,,,,
0J03MHND23100000,1J03MHND23100000,6J031007A,3.0,,,,
0J03MHND23300000,1J03MHND23300000,6J031009A,2.0,,,,
0J03MHND42701000,1J03MHND42701000,6J031010A,4.0,,,,
0J03MHND96001000,1J03MHND96001000,6J031011A,2.0,,,,
0J03MVND00300000,1J03MVND00300000,6J031016A,2.0,,,,
0J03MVND00400000,1J03MVND00400000,6J031016A,2.0,,,,
0J03MHND00700000,1J03MHND00700000,6J031017A,4.0,,,,
0J03MHND00800000,1J03MHND00800000,6J031017A,4.0,,,,
0J03MFND00500000,1J03MFND00500000,6J031018A,1.0,,,,
0J03MFND00600000,1J03MFND00600000,6J031018A,1.0,,,,
0J04J00410031000,1J04J004100310A0,6J040003A,2.0,,,,
0J04J00410031000,1J04J004100310B0,6J040003A,2.0,,,,
0J04J00410031000,1J04J004100310D0,6J040003A,2.0,,,,
0J04J00410031000,1J04J004100310U0,6J040003A,2.0,,,,
0J04J004100610D0,1J04J004100610D0,6J040004A,2.0,,,,
0J04J004100610U0,1J04J004100610U0,6J040004A,2.0,,,,
0J04J004100710D0,1J04J004100710D0,6J040005A,2.0,,,,
0J04J004100710U0,1J04J004100710U0,6J040005A,2.0,,,,
0J04J00410020000,1J04J004100200D0,6J040009A,4.0,B01,313.0,2.0,
0J04J00410020000,1J04J004100200D0,6J040009A,4.0,B09,361.0,1.0,1
0J04J00410020000,1J04J004100200D0,6J040010A,10.0,B02,224.0,1.0,1
0J04J00410020000,1J04J004100200D0,6J040010A,10.0,B12,349.0,2.0,2
0J04J00410020000,1J04J004100200M0,6J040009A,4.0,B01,313.0,2.0,
0J04J00410020000,1J04J004100200M0,6J040009A,4.0,B09,361.0,1.0,1
0J04J00410020000,1J04J004100200M0,6J040010A,10.0,B02,224.0,1.0,1
0J04J00410020000,1J04J004100200M0,6J040010A,10.0,B12,349.0,2.0,2
0J04J00410020000,1J04J004100200U0,6J040009A,4.0,B01,313.0,2.0,
0J04J00410020000,1J04J004100200U0,6J040009A,4.0,B09,361.0,1.0,1
0J04J00410020000,1J04J004100200U0,6J040010A,10.0,B02,224.0,1.0,1
0J04J00410020000,1J04J004100200U0,6J040010A,10.0,B12,349.0,2.0,2
0J05P07300000000,1J05P07300000000,6J050002A,4.0,B12,278.0,1.0,1
0J05P07300000000,1J05P07300000000,6J050002A,4.0,B14,304.0,2.0,
0J05P05900000000,1J05P05900000000,6J050007A,32.0,B09,306.0,1.0,
0J05P03000000000,1J05P03000000000,6J050009A,4.0,,,,
0J05P00076600000,1J05P00076600000,6J051001A,4.0,,,,
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B01,486.0,6.0,3
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B09,434.0,2.0,4
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B11,403.0,4.0,
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B12,408.0,3.0,5
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B15,363.0,1.0,1
0J05P00099000000,1J05P00099000000,6J051003A,4.0,B16,445.0,5.0,2
0J06KPP00001X010,1J06KPP00001X010,6J060001A,4.0,A02,180.0,3.0,3
0J06KPP00001X010,1J06KPP00001X010,6J060001A,4.0,A04,180.0,1.0,1
0J06KPP00001X010,1J06KPP00001X010,6J060001A,4.0,A07,180.0,5.0,
0J06KPP00001X010,1J06KPP00001X010,6J060001A,4.0,A08,180.0,4.0,2
0J06KPP00001X010,1J06KPP00001X010,6J060001A,4.0,A09,180.0,2.0,4
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A02,180.0,6.0,
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A05,180.0,1.0,4
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A06,180.0,2.0,3
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A07,180.0,4.0,
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A08,180.0,8.0,5
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,A09,180.0,5.0,
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,S01,208.0,7.0,2
0J06TPP01170LX01,1J06TPP01170LX01,6J060002A,1.0,S02,196.0,3.0,1
0J06TPP01170LX01,1J06TPP01170LX01,6J060017A,1.0,,,,
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A02,180.0,6.0,
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A05,180.0,1.0,4
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A06,180.0,2.0,3
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A07,180.0,4.0,
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A08,180.0,8.0,5
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,A09,180.0,5.0,
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,S01,208.0,7.0,2
0J06TPP01170RX01,1J06TPP01170RX01,6J060002A,1.0,S02,196.0,3.0,1
0J06TPP01170RX01,1J06TPP01170RX01,6J060017A,1.0,,,,
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A02,180.0,6.0,
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A05,180.0,1.0,4
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A06,180.0,2.0,3
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A07,180.0,4.0,
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A08,180.0,8.0,5
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,A09,180.0,5.0,
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,S01,208.0,7.0,2
0J06TPP01171L000,1J06TPP01171L000,6J060002A,1.0,S02,196.0,3.0,1
0J06TPP01171L000,1J06TPP01171L000,6J060017A,1.0,,,,
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A02,180.0,6.0,
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A05,180.0,1.0,4
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A06,180.0,2.0,3
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A07,180.0,4.0,
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A08,180.0,8.0,5
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,A09,180.0,5.0,
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,S01,208.0,7.0,2
0J06TPP01171R000,1J06TPP01171R000,6J060002A,1.0,S02,196.0,3.0,1
0J06TPP01171R000,1J06TPP01171R000,6J060017A,1.0,,,,
0J06KPP010030000,1J06KPP010030000,6J060003A,1.0,A04,180.0,2.0,
0J06KPP010030000,1J06KPP010030000,6J060003A,1.0,A05,180.0,1.0,3
0J06KPP010040000,1J06KPP010040000,6J060003A,1.0,A04,180.0,2.0,
0J06KPP010040000,1J06KPP010040000,6J060003A,1.0,A05,180.0,1.0,3
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,A03,192.0,6.0,5
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,A04,226.0,5.0,4
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,A05,209.0,2.0,3
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,A08,180.0,4.0,
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,S01,261.0,1.0,1
0J06HPP011180000,1J06HPP011180000,6J060004A,3.0,S02,193.0,3.0,2
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,A03,192.0,6.0,5
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,A04,226.0,5.0,4
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,A05,209.0,2.0,3
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,A08,180.0,4.0,
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,S01,261.0,1.0,1
0J06HPP01119X010,1J06HPP01119X010,6J060004A,3.0,S02,193.0,3.0,2
0J06TPP011400000,1J06TPP011400000,6J060005A,2.0,A04,190.0,2.0,1
0J06TPP011400000,1J06TPP011400000,6J060005A,2.0,A07,230.0,3.0,
0J06TPP011400000,1J06TPP011400000,6J060005A,2.0,A09,194.0,1.0,
0J06TPP011470000,1J06TPP011470000,6J060005A,2.0,A04,190.0,2.0,1
0J06TPP011470000,1J06TPP011470000,6J060005A,2.0,A07,230.0,3.0,
0J06TPP011470000,1J06TPP011470000,6J060005A,2.0,A09,194.0,1.0,
0J06TPP011540000,1J06TPP011540000,6J060005A,2.0,A04,190.0,2.0,1
0J06TPP011540000,1J06TPP011540000,6J060005A,2.0,A07,230.0,3.0,
0J06TPP011540000,1J06TPP011540000,6J060005A,2.0,A09,194.0,1.0,
0J06TPP011550000,1J06TPP011550000,6J060005A,2.0,A04,190.0,2.0,1
0J06TPP011550000,1J06TPP011550000,6J060005A,2.0,A07,230.0,3.0,
0J06TPP011550000,1J06TPP011550000,6J060005A,2.0,A09,194.0,1.0,
0J06TPP01166X010,1J06TPP01166X010,6J060006A,4.0,A02,180.0,1.0,3
0J06TPP01166X010,1J06TPP01166X010,6J060006A,4.0,A04,180.0,3.0,1
0J06TPP01166X010,1J06TPP01166X010,6J060006A,4.0,A07,180.0,5.0,
0J06TPP01166X010,1J06TPP01166X010,6J060006A,4.0,A08,180.0,4.0,4
0J06TPP01166X010,1J06TPP01166X010,6J060006A,4.0,A09,180.0,2.0,2
0J06TPP01167L000,1J06TPP01167L000,6J060006A,4.0,A02,180.0,1.0,3
0J06TPP01167L000,1J06TPP01167L000,6J060006A,4.0,A04,180.0,3.0,1
0J06TPP01167L000,1J06TPP01167L000,6J060006A,4.0,A07,180.0,5.0,
0J06TPP01167L000,1J06TPP01167L000,6J060006A,4.0,A08,180.0,4.0,4
0J06TPP01167L000,1J06TPP01167L000,6J060006A,4.0,A09,180.0,2.0,2
0J06TPP01167LX01,1J06TPP01167LX01,6J060006A,4.0,A02,180.0,1.0,3
0J06TPP01167LX01,1J06TPP01167LX01,6J060006A,4.0,A04,180.0,3.0,1
0J06TPP01167LX01,1J06TPP01167LX01,6J060006A,4.0,A07,180.0,5.0,
0J06TPP01167LX01,1J06TPP01167LX01,6J060006A,4.0,A08,180.0,4.0,4
0J06TPP01167LX01,1J06TPP01167LX01,6J060006A,4.0,A09,180.0,2.0,2
0J06TPP01167R000,1J06TPP01167R000,6J060006A,4.0,A02,180.0,1.0,3
0J06TPP01167R000,1J06TPP01167R000,6J060006A,4.0,A04,180.0,3.0,1
0J06TPP01167R000,1J06TPP01167R000,6J060006A,4.0,A07,180.0,5.0,
0J06TPP01167R000,1J06TPP01167R000,6J060006A,4.0,A08,180.0,4.0,4
0J06TPP01167R000,1J06TPP01167R000,6J060006A,4.0,A09,180.0,2.0,2
0J06TPP01167RX01,1J06TPP01167RX01,6J060006A,4.0,A02,180.0,1.0,3
0J06TPP01167RX01,1J06TPP01167RX01,6J060006A,4.0,A04,180.0,3.0,1
0J06TPP01167RX01,1J06TPP01167RX01,6J060006A,4.0,A07,180.0,5.0,
0J06TPP01167RX01,1J06TPP01167RX01,6J060006A,4.0,A08,180.0,4.0,4
0J06TPP01167RX01,1J06TPP01167RX01,6J060006A,4.0,A09,180.0,2.0,2
0J06TPP01175L000,1J06TPP01175L000,6J060007A,2.0,A03,206.0,2.0,4
0J06TPP01175L000,1J06TPP01175L000,6J060007A,2.0,A09,180.0,4.0,2
0J06TPP01175L000,1J06TPP01175L000,6J060007A,2.0,S01,230.0,1.0,1
0J06TPP01175L000,1J06TPP01175L000,6J060007A,2.0,S02,236.0,3.0,3
0J06TPP01175R000,1J06TPP01175R000,6J060007A,2.0,A03,206.0,2.0,4
0J06TPP01175R000,1J06TPP01175R000,6J060007A,2.0,A09,180.0,4.0,2
0J06TPP01175R000,1J06TPP01175R000,6J060007A,2.0,S01,230.0,1.0,1
0J06TPP01175R000,1J06TPP01175R000,6J060007A,2.0,S02,236.0,3.0,3
0J06TPP011760000,1J06TPP011760000,6J060007A,2.0,A03,206.0,2.0,4
0J06TPP011760000,1J06TPP011760000,6J060007A,2.0,A09,180.0,4.0,2
0J06TPP011760000,1J06TPP011760000,6J060007A,2.0,S01,230.0,1.0,1
0J06TPP011760000,1J06TPP011760000,6J060007A,2.0,S02,236.0,3.0,3
0J06TPP011380000,1J06TPP011380000,6J060008A,1.0,A02,180.0,2.0,3
0J06TPP011380000,1J06TPP011380000,6J060008A,1.0,A04,189.0,3.0,2
0J06TPP011380000,1J06TPP011380000,6J060008A,1.0,A08,190.0,4.0,
0J06TPP011380000,1J06TPP011380000,6J060008A,1.0,A09,200.0,1.0,1
0J06TPP011390000,1J06TPP011390000,6J060008A,1.0,A02,180.0,2.0,3
0J06TPP011390000,1J06TPP011390000,6J060008A,1.0,A04,189.0,3.0,2
0J06TPP011390000,1J06TPP011390000,6J060008A,1.0,A08,190.0,4.0,
0J06TPP011390000,1J06TPP011390000,6J060008A,1.0,A09,200.0,1.0,1
0J06TPP011420000,1J06TPP011420000,6J060008A,1.0,A02,180.0,2.0,3
0J06TPP011420000,1J06TPP011420000,6J060008A,1.0,A04,189.0,3.0,2
0J06TPP011420000,1J06TPP011420000,6J060008A,1.0,A08,190.0,4.0,
0J06TPP011420000,1J06TPP011420000,6J060008A,1.0,A09,200.0,1.0,1
0J06TPP011430000,1J06TPP011430000,6J060008A,1.0,A02,180.0,2.0,3
0J06TPP011430000,1J06TPP011430000,6J060008A,1.0,A04,189.0,3.0,2
0J06TPP011430000,1J06TPP011430000,6J060008A,1.0,A08,190.0,4.0,
0J06TPP011430000,1J06TPP011430000,6J060008A,1.0,A09,200.0,1.0,1
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,A01,180.0,4.0,
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,A02,180.0,3.0,
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,A04,180.0,6.0,2
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,A05,180.0,1.0,4
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,A06,180.0,2.0,
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,S01,180.0,5.0,3
0J06HPP011430000,1J06HPP011430000,6J060009A,2.0,S02,180.0,7.0,1
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,A01,180.0,4.0,
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,A02,180.0,3.0,
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,A04,180.0,6.0,2
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,A05,180.0,1.0,4
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,A06,180.0,2.0,
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,S01,180.0,5.0,3
0J06HPP011440000,1J06HPP011440000,6J060009A,2.0,S02,180.0,7.0,1
0J06TPP010930000,1J06TPP010930000,6J060010A,32.0,A05,220.0,2.0,2
0J06TPP010930000,1J06TPP010930000,6J060010A,32.0,A06,190.0,1.0,1
0J06HPP010720000,1J06HPP010720000,6J060011A,2.0,A02,187.0,3.0,1
0J06HPP010720000,1J06HPP010720000,6J060011A,2.0,A04,180.0,2.0,
0J06HPP010720000,1J06HPP010720000,6J060011A,2.0,A09,192.0,1.0,2
0J06HPP010730000,1J06HPP010730000,6J060011A,2.0,A02,187.0,3.0,1
0J06HPP010730000,1J06HPP010730000,6J060011A,2.0,A04,180.0,2.0,
